RVL;VW;Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
Süd;32;646968;Reisezentrum Hornberg;Video-Reisezentrum;;Bahnhofstr. 6;78132;Hornberg;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48212960;8230280
Süd;13;509141;Reisezentrum Isny;;;Unterer Grabenweg 18;88316;Isny;;Reisezentrum;09:00-12:30;13:45-17:00;;09:00-12:30;13:45-17:00;;;;;09:00-12:30;13:45-18:00;;09:00-12:30;13:45-17:00;;;;;;;;47694813;10040438
Süd;13;502716;Reisezentrum Karlsruhe Hbf;;;Bahnhofplatz 1;76137;Karlsruhe;;Reisezentrum;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;06:30-21:00;;;08:00-19:00;;;09:00-20:00;;;48994482;8401507
Süd;13;502724;Reisezentrum Karlsruhe-Durlach;;;Hauptbahnstr. 1;76227;Karlsruhe;;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;09:00-13:00;;;;;;49001458;8462193
Süd;13;502740;Reisezentrum Kehl;;;Bahnhofsplatz 1;77694;Kehl;;Reisezentrum;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:30-16:30;;;;;;48569900;7874520
Süd;13;507715;Reisezentrum Kirchheim (Teck);;;Eugen-Gerstenmaier-Platz 1;73230;Kirchheim (Teck); ;Reisezentrum;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;09:00-12:30;13:10-17:05;;;;;;;;48644652;9444007
Süd;13;502948;Reisezentrum Konstanz;;;Bahnhofplatz 43;78462;Konstanz;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;09:00-19:00;;;09:00-19:00;;;47659144;9176952
Süd;13;507723;Reisezentrum Korntal;;;Bahnhofsplatz 1;70825;Korntal; ;Reisezentrum;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;09:00-12:00;13:00-17:25;;;;;;;;48826605;9120972
Süd;13;501718;Reisezentrum Kornwestheim Pbf;;;Bahnhofplatz 2;70806;Kornwestheim;;Reisezentrum;07:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;08:00-18:30;;;09:00-13:00;;;;;;48862434;9180703
Süd;13;503169;Reisezentrum Lahr (Schwarzwald);;;Bahnhofplatz 1;77933;Lahr;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-13:00;;;;;;48340103;7835717
Süd;13;501684;Reisezentrum Lauffen (Neckar);;;Bahnhofstr. 50;74348;Lauffen;;Reisezentrum;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;08:30-12:00;13:00-17:00;;;;;;;;49076095;9146991
Süd;13;503383;Reisezentrum Leonberg;;;Bahnhofstr. 78;71229;Leonberg;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-13:00;;;;;;48798391;9001510
Süd;32;647388;Reisezentrum Leutkirch (Allgäu);Video-Reisezentrum;;Bahnhof 2;88299;Leutkirch;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;47826208;10016464
Süd;13;503177;Reisezentrum Lörrach;;;Bahnhofstr. 1;79539;Lörrach;;Reisezentrum;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-14:00;;;;;;47612588;7664086
Süd;13;501700;Reisezentrum Ludwigsburg;;;Bahnhofstr. 12;71638;Ludwigsburg;;Reisezentrum;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;06:30-18:30;;;08:30-15:00;;;10:00-15:00;;;48892526;9185851
Süd;13;501890;Reisezentrum Mannheim Hbf;;;Willy-Brandt-Platz 17;68161;Mannheim;;Reisezentrum;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;06:00-21:00;;;08:00-20:30;;;08:00-20:30;;;49480241;8469402
Süd;13;503391;Reisezentrum Marbach (Neckar);;;Bahnhof 1;71672;Marbach (Neckar);;Reisezentrum;07:45-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;09:00-13:00;14:00-18:00;;;;;;;;48943540;9265217
Süd;13;502773;Reisezentrum Mosbach-Neckarelz;;;Bahnhofplatz 1;74821;Mosbach-Neckarelz;;Reisezentrum;08:00-12:30;13:30-17:30;;08:00-12:30;13:30-17:30;;08:00-12:30;13:30-17:30;;08:00-12:30;13:30-17:30;;08:00-12:30;13:30-17:30;;09:00-12:30;;;;;;49348747;9112257
Süd;13;502757;Reisezentrum Mühlacker;;;Bahnhofstr. 119;75417;Mühlacker;;Reisezentrum;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;08:00-12:30;13:15-18:00;;09:00-13:00;;;;;;48952682;8846500
Süd;13;503185;Reisezentrum Müllheim (Baden);;;Bahnhofstr. 1;79379;Müllheim;;Reisezentrum;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;14:00-18:00;;08:30-13:00;;;;;;47809641;7600100
Süd;13;509109;Reisezentrum Nagold;;;Bahnhof 1;72202;Nagold;;Reisezentrum;09:00-12:45;13:30-17:00;;09:00-12:45;13:30-17:00;;09:00-12:45;13:30-17:00;;09:00-12:45;13:30-17:00;;09:00-12:45;13:30-17:00;;;;;;;;48556511;8727629
Süd;13;501676;Reisezentrum Neckarsulm;;;Bahnhofplatz 1;74172;Neckarsulm;;Reisezentrum;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;08:30-13:00;14:10-17:00;;;;;;;;49188595;9220109
Süd;13;501833;Reisezentrum Nürtingen;;;Bahnhofstr. 8;72622;Nürtingen;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:45-13:45;;;;;;48627030;9341931
Süd;32;647198;Reisezentrum Oberkirch;Video-Reisezentrum;;Eisenbahnstr. 4;77704;Oberkirch;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48529120;8077670
Süd;13;502732;Reisezentrum Offenburg;;;Hauptstr. 1;77652;Offenburg;;Reisezentrum;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;09:00-20:00;;;48476191;7945439
Süd;13;502880;Reisezentrum Pforzheim Hbf;;;Bahnhofplatz 1;75175;Pforzheim;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;09:00-18:00;;;48893309;8702277
Süd;13;501841;Reisezentrum Plochingen;;;Im Bahnhofsgebäude 1;73207;Plochingen;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:25-14:00;;;;;;48713542;9411876
Süd;13;507830;Reisezentrum Radolfzell;;;Bahnhofplatz 2;78315;Radolfzell;;Reisezentrum;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;06:45-18:45;;;07:45-14:15;;;12:45-18:15;;;47736229;8968861
Süd;13;502815;Reisezentrum Rastatt;;;Bahnhofstr. 56;76437;Rastatt;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;09:00-14:00;;;09:30-13:30;14:00-17:00;;48861127;8214783
Süd;13;502971;Reisezentrum Ravensburg;;;Bahnhofplatz 5;88214;Ravensburg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-14:00;;;11:30-16:30;;;47784273;9606690
Süd;13;502989;Reisezentrum Reutlingen Hbf;;;Bahnhofstr. 3;72764;Reutlingen;;Reisezentrum;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;06:30-19:00;;;08:30-14:05;;;;;;48495590;9209439
Süd;13;503201;Reisezentrum Rheinfelden (Baden);;;Bahnhofplatz 4;79618;Rheinfelden;;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-12:30;;;;;;47556720;7784649
Süd;13;503219;Reisezentrum Rottweil;;;Bahnhof 1;78628;Rottweil;;Reisezentrum;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;14:15-18:10;;08:30-13:15;;;;;;48165096;8639364
Süd;32;647396;Reisezentrum Salem;Video-Reisezentrum;;Bahnhofstr. 128;88682;Salem;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;47757976;9297052
Süd;32;645275;Reisezentrum Sankt Georgen (Schwarzwald);Video-Reisezentrum;;Bahnhofstr. 1;78112;St. Georgen;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48124749;8341279
Süd;13;503227;Reisezentrum Schaffhausen;;;Bahnhofstr. 29;CH-8200;Schaffhausen;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;;;;;;;47698170;8632868
Süd;13;503235;Reisezentrum Schopfheim;;;Bahnhofstr. 9;79650;Schopfheim;;Reisezentrum;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-16:00;;08:40-13:00;14:00-18:00;;08:40-13:00;14:00-18:00;;09:00-13:00;;;;;;47647907;7821523
Süd;13;503441;Reisezentrum Schorndorf;;;Rosenstr. 2;73614;Schorndorf;;Reisezentrum;06:10-18:00;;;07:10-18:00;;;07:10-18:00;;;07:10-18:00;;;07:10-18:00;;;08:00-13:00;;;;;;48807000;9526640
Süd;13;503425;Reisezentrum Schwäbisch Gmünd;;;Bahnhofplatz 4;73525;Schwäbisch Gmünd;;Reisezentrum;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;06:30-18:00;;;08:30-13:30;;;;;;48800477;9787410
Süd;13;503417;Reisezentrum Schwäbisch Hall-Hessental;;;Karl-Kurz-Str. 1;74523;Schwäbisch Hall;;Reisezentrum;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-13:15;;;;;;49096700;9766240
Süd;13;502823;Reisezentrum Schwetzingen;;;Bahnhofsanlage 1;68723;Schwetzingen;;Reisezentrum;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;;;;;;;49384686;8577812
Süd;13;509893;Reisezentrum Sigmaringen;;;Bahnhofstraße 7;72488;Sigmaringen;;Reisezentrum;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;08:50-12:30;13:45-17:30;;;;;;;;48085834;9223939
Süd;13;502997;Reisezentrum Singen (Hohentwiel);;;Bahnhofstr. 2;78224;Singen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:30-16:00;;;09:20-18:30;;;47758951;8840090
Süd;13;502765;Reisezentrum Sinsheim (Elsenz);;;Friedrichstr. 25;74889;Sinsheim;;Reisezentrum;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;08:30-12:30;13:45-17:10;;;;;;;;49250521;8875716
Süd;13;501858;Reisezentrum Stuttgart Hbf;;;Arnulf-Klett-Platz 2;70173;Stuttgart;;Reisezentrum;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;06:00-22:00;;;07:00-22:00;;;07:00-22:00;;;48783433;9181240
Süd;13;501866;Reisezentrum Stuttgart-Bad Cannstatt;;;Bahnhofstr. 30;70372;Stuttgart;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:30-14:00;;;;;;48801915;9218321
Süd;13;501874;Reisezentrum Stuttgart-Universität;am S-Bahn-Aufgang;;Pfaffenwaldring;70569;Stuttgart;;Reisezentrum;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;08:00-11:20;11:50-16:00;;;;;;;;48744633;9103086
Süd;13;501882;Reisezentrum Stuttgart-Vaihingen;;;Vollmöllerstr. 1;70563;Stuttgart;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48726554;9112658
Süd;13;501726;Reisezentrum Stuttgart-Zuffenhausen;;;Bahnhof 2;70435;Stuttgart;;Reisezentrum;07:00-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;07:25-12:00;13:00-18:00;;;;;;;;48829511;9166681
Süd;32;645259;Reisezentrum Triberg;Video-Reisezentrum;;Bahnhofstr. 1;78098;Triberg;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48139788;8237543
Süd;13;503011;Reisezentrum Tübingen Hbf;;;Europaplatz 17;72072;Tübingen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-17:00;;;09:00-18:00;;;48516094;9054852
Süd;13;503003;Reisezentrum Tuttlingen;;;Bahnhofplatz 1;78532;Tuttlingen;;Reisezentrum;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;09:00-12:30;;;;;;47980486;8799567
Süd;13;503029;Reisezentrum Überlingen;;;Wiestorstraße 8;88662;Überlingen;;Reisezentrum;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;08:45-18:00;;;09:00-12:30;;;;;;47769198;9162767
Süd;13;501734;Reisezentrum Ulm Hbf;;;Bahnhofplatz 1;89073;Ulm;;Reisezentrum;06:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;07:00-20:00;;;08:00-18:00;;;09:00-20:00;;;48398965;9983878
Süd;13;503458;Reisezentrum Vaihingen (Enz);;;Neue Bahnhofstr. 36;71665;Vaihingen;;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;;;;;;;48947206;8958468
Süd;13;503268;Reisezentrum Villingen (Schwarzwald);;;Bahnhofstr. 5;78048;Villingen-Schwenningen;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:15-13:00;13:45-16:00;;09:15-13:00;13:45-18:00;;48057833;8464566
Süd;13;502849;Reisezentrum Waghäusel;;;Weinbrennerstr. 9;68753;Waghäusel;;Reisezentrum;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;09:00-12:30;13:15-17:00;;;;;;;;49247546;8508308
Süd;13;503466;Reisezentrum Waiblingen;;;Bahnhof 1;71332;Waiblingen;;Reisezentrum;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;07:00-18:15;;;08:45-13:00;;;;;;48826421;9301038
Süd;13;503276;Reisezentrum Waldshut;;;Eisenbahnstr. 6;79761;Waldshut-Tiengen;;Reisezentrum;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-12:30;13:30-18:00;;08:30-13:00;;;;;;47619357;8220365
Süd;13;503037;Reisezentrum Wangen (Allgäu);;;Bahnhofstr. 1;88239;Wangen;;Reisezentrum;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;09:00-12:45;13:45-17:25;;;;;;;;47689509;9831789
Süd;13;503284;Reisezentrum Weil am Rhein;;;Rathausplatz 3;79576;Weil am Rhein;;Reisezentrum;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;09:00-13:00;14:30-18:00;;;;;;;;47593163;7610789
Süd;13;502856;Reisezentrum Weinheim (Bergstr);;;Am Hauptbahnhof 1;69469;Weinheim;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;09:00-13:30;;;;;;49553600;8666030
Süd;13;502864;Reisezentrum Wiesloch-Walldorf;;;Staatsbahnhofstr. 14;69168;Wiesloch;;Reisezentrum;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;08:00-12:30;13:30-16:30;;;;;;;;49291400;8664380
Süd;13;503474;Reisezentrum Winnenden;;;Bahnhofstr. 4;71364;Winnenden;;Reisezentrum;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;08:00-13:00;14:00-18:00;;;;;;;;48878566;9392361
Süd;13;502526;Reisezentrum Ansbach;;;Bahnhofplatz 2;91522;Ansbach;;Reisezentrum;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;08:00-13:30;;;12:30-18:00;;;49298830;10578442
Süd;13;502534;Reisezentrum Aschaffenburg Hbf;;;Ludwigstr. 2 - 4;63739;Aschaffenburg;;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-15:00;;;10:00-19:00;;;49979916;9144708
Süd;13;501759;Reisezentrum Augsburg Hbf;;;Viktoriastrasse 1;86150;Augsburg;;Reisezentrum;06:30-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;07:00-19:30;;;08:00-19:00;;;09:00-19:30;;;48366388;10886485
Süd;32;646943;Reisezentrum Bad Kissingen;Video-Reisezentrum;;Bahnhofstr. 5;97688;Bad Kissingen;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;12:00-18:00;;;50194003;10080008
Süd;32;646919;Reisezentrum Bad Neustadt (Saale);Video-Reisezentrum;;Siemensstr. 12;97616;Bad Neustadt (Saale);;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;12:00-18:00;;;50328481;10225571
Süd;13;502245;Reisezentrum Bad Reichenhall;;;Bahnhofplatz 2;83435;Bad Reichenhall;;Reisezentrum;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;08:00-12:30;13:30-17:00;;;;;;;;47731075;12882459
Süd;13;502542;Reisezentrum Bamberg;;;Ludwigstr. 6;96052;Bamberg;;Reisezentrum;06:45-19:15;;;06:45-19:15;;;06:45-19:15;;;06:45-19:15;;;06:45-19:15;;;07:30-16:15;;;09:30-18:15;;;49900082;10898719
Süd;13;501924;Reisezentrum Bayreuth Hbf;;;Bahnhofstr. 20;95444;Bayreuth;;Reisezentrum;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;08:00-13:30;;;09:00-12:00;12:30-17:00;;49949631;11579427
Süd;13;502104;Reisezentrum Buchloe;;;Bahnhofstr. 62;86807;Buchloe;;Reisezentrum;06:20-12:00;13:30-17:30;;06:45-12:00;13:30-17:30;;06:45-12:00;13:30-17:30;;06:45-12:00;13:30-17:30;;06:45-12:00;13:30-17:30;;07:45-13:25;;;12:15-17:30;;;48033634;10717290
Süd;13;502575;Reisezentrum Coburg;;;Lossaustr. 6;96450;Coburg;;Reisezentrum;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;07:30-18:00;;;08:00-13:00;;;09:00-12:35;13:45-18:00;;50262285;10958551
Süd;13;502260;Reisezentrum Dachau Bahnhof;;;Bahnhofstr. 1;85221;Dachau;;Reisezentrum;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;08:00-18:00;;;;;;;;;48253142;11441353
Süd;13;502005;Reisezentrum Donauwörth;;;Bahnhofstrasse 34;86609;Donauwörth;;Reisezentrum;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;06:00-18:00;;;07:00-12:30;;;12:30-18:00;;;48714792;10771522
Süd;13;502278;Reisezentrum Dorfen Bahnhof;;;Bahnhofstr. 8;84405;Dorfen;;Reisezentrum;05:45-11:15;13:45-16:30;;06:45-11:15;13:45-16:30;;06:45-11:15;13:45-16:30;;06:45-11:15;13:45-16:30;;06:45-11:15;13:45-16:30;;;;;;;;48267506;12160265
Süd;13;502286;Reisezentrum Eichstätt Stadt;;;Bahnhofplatz 17;85072;Eichstätt;;Reisezentrum;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;08:00-12:00;13:00-17:00;;;;;;;;48869937;11164242
Süd;13;502583;Reisezentrum Erlangen;;;Bahnhofplatz 1;91054;Erlangen;;Reisezentrum;07:30-19:45;;;07:30-19:45;;;07:30-19:45;;;07:30-19:45;;;07:30-19:45;;;08:00-16:00;;;10:15-15:45;;;49595735;11002571
Süd;13;502591;Reisezentrum Forchheim (Oberfranken);;;Bahnhofplatz 9;91301;Forchheim;;Reisezentrum;06:30-17:50;;;07:00-17:50;;;07:00-11:00;11:45-16:15;;07:00-11:00;11:45-16:15;;07:00-17:50;;;;;;;;;49716810;11069334
Süd;13;502310;Reisezentrum Freilassing;;;Bahnhofstr. 6;83395;Freilassing;;Reisezentrum;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:25-18:00;;;06:50-11:30;12:00-13:45;;09:00-14:40;;;47836564;12975776
Süd;13;502328;Reisezentrum Freising;;;Bahnhofplatz 4;85354;Freising;;Reisezentrum;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-13:30;;;;;;48395558;11744164
Süd;13;502609;Reisezentrum Fürth (Bayern) Hbf;;;Bahnhofplatz 9;90762;Fürth;;Reisezentrum;06:45-18:10;;;06:45-18:10;;;06:45-17:00;;;06:45-17:00;;;06:45-18:10;;;08:00-13:15;;;;;;49470209;10991425
Süd;13;502138;Reisezentrum Füssen;;;Bahnhofstr. 12;87629;Füssen;;Reisezentrum;08:40-13:15;14:15-17:10;;08:40-13:15;14:15-17:10;;08:40-13:15;14:15-17:10;;08:40-13:15;14:15-17:10;;08:40-13:15;14:15-17:10;;;;;;;;47570177;10697801
Süd;13;502146;Reisezentrum Garmisch-Partenkenkirchen;;;Bahnhofstr. 31;82467;Garmisch-Partenkirchen;;Reisezentrum;07:10-18:30;;;07:10-18:30;;;07:10-18:30;;;07:10-18:30;;;07:10-18:30;;;07:10-15:30;;;08:20-14:00;;;47491576;11097722
Süd;13;502013;Reisezentrum Günzburg;;;Bahnhofplatz 7;89312;Günzburg;;Reisezentrum;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;06:50-18:00;;;08:00-13:40;;;12:30-18:00;;;48460199;10279200
Süd;13;501791;Reisezentrum Hof Hbf;;;Bahnhofplatz 12;95028;Hof;;Reisezentrum;06:50-12:15;13:00-18:00;;07:40-12:00;13:00-18:00;;07:40-12:00;13:00-18:00;;07:40-12:00;13:00-18:00;;06:50-12:15;13:00-18:00;;07:25-12:30;;;10:45-16:30;;;50308453;11923651
Süd;13;502021;Reisezentrum Illertissen;;;Bahnhofstr. 2;89257;Illertissen;;Reisezentrum;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;07:45-12:00;13:15-18:00;;;;;;;;48224143;10100288
Süd;32;647263;Reisezentrum Immenstadt;Video-Reisezentrum;;Bahnhofstr. 39;87509;Immenstadt;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;08:00-14:00;;;47559462;10213849
Süd;13;501775;Reisezentrum Ingolstadt Hbf;;;Bahnhofstraße 8;85051;Ingolstadt;;Reisezentrum;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;06:00-19:00;;;07:30-18:00;;;09:00-18:30;;;48743935;11436517
Süd;32;646927;Reisezentrum Kahl (Main);Video-Reisezentrum;;Am Bahnhof 6;63796;Kahl a. Main;;Reisezentrum;07:00-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;08:00-14:00;;;12:00-18:00;;;50074995;9006634
Süd;13;502161;Reisezentrum Kaufbeuren;;;Bahnhofstr. 10;87600;Kaufbeuren;;Reisezentrum;06:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:00-18:00;;;07:30-13:00;;;10:00-15:30;;;47874237;10627065
Süd;13;502096;Reisezentrum Kaufering;;;Bahnhofstr. 15;86916;Kaufering;;Reisezentrum;06:10-12:00;13:10-17:00;;06:45-12:00;12:50-17:00;;06:45-12:00;12:50-17:00;;06:45-12:00;12:50-17:00;;06:45-12:00;12:50-17:00;;;;;;;;48082077;10856964
Süd;13;502088;Reisezentrum Kempten (Allgäu) Hbf;;;Bahnhofplatz 2;87435;Kempten;;Reisezentrum;06:30-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;07:00-18:30;;;08:00-14:30;;;09:00-14:30;;;47711973;10316389
